id,name_ru
10059,Мракотканые наручи
10060,Мракотканая накидка
10061,Мракотканый тюрбан
10062,Мракотканые перчатки
10063,Мракотканый нарамник
10064,Мракотканые штаны
10065,Кровотканое одеяние
10066,Мракотканый кушак
10067,Воинский пояс праведности
10068,Сапоги праведности
10069,Наручи праведности
10070,Броня праведности
10071,Плащ праведности
10072,Перчатки Праведности
10073,Полный шлем праведности
10074,Поножи праведности
10075,Наплеч праведности
10076,Боевые наручи лорда
10077,Кираса лорда
10078,Рыцарский щит лорда
10079,Накидка лорда
10080,Рукавицы лорда
10081,Ремень лорда
10082,Сапоги лорда
10083,Корона лорда
10084,Набедренники лорда
10085,Наплечье лорда
10086,Готический латный доспех
10087,Готические латные рукавицы
10088,Готический латный ремень
10089,Готические башмаки
10090,Готический латный шлем
10091,Готические латные поножи
10092,Готический латный наплеч
10093,Потусторонний отражатель
10094,Готические латные тяжелые наручи
10095,Сапоги советника
10096,Манжеты советника
10097,Венец советника
10098,Плащ советника
10099,Перчатки советника
10100,Наплечники советника
10101,Штаны советника
10102,Одеяния советника
10103,Кушак советника
10104,Мундир советника
10105,Броня странника
10106,Сапоги странника
10107,Наручи странника
10108,Плащ странника
10109,Пояс странника
10110,Перчатки странника
10111,Шляпа странника
10112,Поножи странника
10113,Наплечники странника
10118,Изысканная кираса
10119,Изысканные наголенники
10120,Изысканный плащ
10121,Изысканные рукавицы
10122,Изысканный ремень
10123,Изысканный венец
10124,Изысканные набедренники
10125,Изысканное наплечье
10126,Изысканные наручи
10127,Потусторонние наручи
10128,Потусторонняя бригантина
10129,Потусторонние рукавицы
10130,Потусторонний ремень
10131,Потусторонние сапоги
10132,Потусторонний полный шлем
10133,Потусторонние поножи
10134,Потусторонние наплечники
10135,Мундир верховного советника
10136,Наручи верховного советника
10137,Сапоги верховного советника
10138,Плащ верховного советника
10139,Венец верховного советника
10140,Перчатки верховного советника
10141,Штаны верховного советника
10142,Оплечье верховного советника
10143,Одеяние верховного советника
10144,Кушак верховного советника
10145,Добротный ремень
10146,Добротные сапоги
10147,Добротные защитные наручи
10148,Добротный плащ
10149,Добротные рукавицы
10150,Добротный полный шлем
10151,Добротный мундир
10152,Добротные поножи
10153,Добротный наплеч
10154,Переменчивый ремень
10155,Переменчивые наголенники
10156,Переменчивые наручи
10157,Переменчивая кираса
10158,Переменчивый страж
10159,Переменчивый плащ
10160,Переменчивый венец
10161,Переменчивые рукавицы
10162,Переменчивые набедренники
10163,Переменчивое наплечье
10164,Бригантина храмовника
10165,Рукавицы храмовника
10166,Ремень храмовника
10167,Сапоги храмовника
10168,Корона храмовника
10169,Ножные латы храмовника
10170,Наплечье храмовника
10171,Наручи храмовника
10172,Мистическое оплечье
10173,Мистические наручи
10174,Мистическая накидка
10175,Мистический тюрбан
10176,Мистические перчатки
10177,Мистические поножи
10178,Мистическое одеяние
10179,Мистические сапоги
10180,Мистический пояс
10181,Мистическая броня
10182,Кираса сорвиголовы
10183,Сапоги сорвиголовы
10184,Наручи сорвиголовы
10185,Накидка сорвиголовы
10186,Перчатки сорвиголовы
10187,Глазная повязка сорвиголовы
10188,Поножи сорвиголовы
10189,Наплечные пластины сорвиголовы
10190,Пояс сорвиголовы
10191,Боевые наручи рыцаря
10192,Сапоги рыцаря
10193,Броня рыцаря
10194,Плащ рыцаря
10195,Щит рыцаря
10196,Рукавицы рыцаря
10197,Рыцарский пояс
10198,Шлем рыцаря
10199,Рыцарские поножи
10200,Наплечье рыцаря
10201,Наголенники властителя
10202,Тяжелые наручи властителя
10203,Бригантина властителя
10204,Тяжелый ламеллярный щит
10205,Рукавицы властителя
10206,Ремень властителя
10207,Корона властителя
10208,Ножные латы властителя
10209,Наплеч властителя
10210,Элегантное оплечье
10211,Элегантные сапоги
10212,Элегантный плащ
10213,Элегантные наручи
10214,Элегантные перчатки
10215,Элегантные одеяния
10216,Элегантный пояс
10217,Элегантные поножи
10218,Элегантный мундир
10219,Элегантный венец
10220,Мундир ночной тени
10221,Ремень ночной тени
10222,Сапоги ночной тени
10223,Боевые наручи ночной тени
10224,Плащ ночной тени
10225,Перчатки ночной тени
10226,Полный шлем ночной тени
10227,Поножи ночной тени
10228,Наплеч ночной тени
10229,Чеканные наручи
10230,Чеканная кираса
10231,Накидка с гравировкой
10232,Чеканные рукавицы
10233,Чеканный ремень
10234,Чеканные сапоги
10235,Чеканный шлем
10236,Чеканные поножи
10237,Чеканное наплечье
10238,Тяжелые ламеллярные сапоги
10239,Тяжелые ламеллярные наручи
10240,Тяжелый ламеллярный нагрудник
10241,Тяжелый ламеллярный шлем
10242,Тяжелые ламеллярные рукавицы
10243,Тяжелый ламеллярный ремень
10244,Тяжелые ламеллярные поножи
10245,Тяжелое ламеллярное наплечье
10246,Жилет наставника
10247,Сапоги наставника
10248,Наручи наставника
10249,Плащ наставника
10250,Шляпа наставника
10251,Перчатки наставника
10252,Поножи наставника
10253,Оплечье наставника
10254,Одеяние наставника
10255,Пояс наставника
10256,Наручи авантюриста
10257,Сапоги авантюриста
10258,Накидка авантюриста
10259,Пояс авантюриста
10260,Перчатки авантюриста
10261,Бандана авантюриста
10262,Набедренники авантюриста
10263,Наплечники авантюриста
10264,Мундир авантюриста
10265,Наручи искусной работы
10266,Кираса искусной работы
10267,Накидка искусной работы
10268,Рукавицы искусной работы
10269,Ремень искусной работы
10270,Сапоги искусной работы
10271,Щит искусной работы
10272,Венец искусной работы
10273,Ножные латы искусной работы
10274,Наплечье искусной работы
10275,Изумрудная кираса
10276,Изумрудные башмаки
10277,Изумрудные рукавицы
10278,Изумрудный ремень
10279,Изумрудный шлем
10280,Изумрудные ножные латы
10281,Изумрудное наплечье
10282,Изумрудные тяжелые наручи
10283,Образцы сердца волка
10285,Тенешелк
10286,Сердце дикой природы
10287,Зеленотканое оплечье
10288,Венец книжника
10289,Надежная шляпа
10290,Розовая краска
10298,Гномреганское кольцо
10299,Гномреганский амулет
10300,Выкройка: красный жилет из магической ткани
10301,Выкройка: белая бандитская маска
10302,Выкройка: красные штаны из магической ткани
10305,Свиток защиты IV
10306,Свиток духа IV
10307,Свиток выносливости IV
10308,Свиток интеллекта IV
10309,Свиток ловкости IV
10310,Свиток силы IV
10311,Выкройка: оранжевая воинская рубашка
10312,Выкройка: красные перчатки из магической ткани
10314,Выкройка: лиловая рубашка из магической ткани
10315,Выкройка: красные наплечники из магической ткани
10316,Выкройка: многоцветный килт
10317,Выкройка: розовая рубашка из магической ткани
10318,Выкройка: адмиральская шляпа
10320,Выкройка: красная головная повязка из магической ткани
10321,Выкройка: рубашка под смокинг
10323,Выкройка: брюки под смокинг
10325,Выкройка: белое свадебное платье
10326,Выкройка: куртка-смокинг
10327,Рог Ичияки
10328,Алый нагрудник
10329,Алый пояс
10330,Алые поножи
10331,Алые рукавицы
10332,Алые сапоги
10333,Алые накулачники
10338,Свежая туша жевры
10358,Дюрациновые наручи
10359,Долговечные сапоги
10360,Черная королевская змейка
10361,Бурая змейка
10362,Изысканный щит
10363,Чеканный башенный щит
10364,Щит храмовника
10365,Изумрудный щит
10366,Демонический страж
10367,Щит Гипериона
10368,Прочный латный доспех
10369,Прочные латные рукавицы
10370,Прочный латный ремень
10371,Прочные латные наголенники
10372,Прочный латный шлем
10373,Прочные латные поножи
10374,Прочные латное наплечье
10375,Прочные латные наручи
10376,Сапоги командора
10377,Тяжелые наручи командора
10378,Броня командора
10379,Шлем командора
10380,Рукавицы командора
10381,Ремень командора
10382,Поножи командора
10383,Наплечье командора
10384,Броня Гипериона
10385,Наголенники Гипериона
10386,Рукавицы Гипериона
10387,Ремень Гипериона
10388,Шлем Гипериона
10389,Ножные латы Гипериона
10390,Наплечье Гипериона
10391,Тяжелые наручи Гипериона
10392,Багровая змея
10393,Тараканище
10394,Свисток луговой собачки
10398,Механическая курица
10399,Черненая броня Братства Справедливости
10400,Черненые поножи Братства Справедливости
10401,Черненые перчатки Братства Справедливости
10402,Черненые сапоги Братства Справедливости
10403,Черненый пояс Братства Справедливости
10404,Надежный пояс
10405,Бандитские наплечники
10406,Головная повязка из чешуйчатой кожи
10407,Разбойничьи наплечные пластины
10408,Пластинчатый шлем
10409,Пластинчатые сапоги
10410,Змеиные поножи
10411,Змеиные сапоги
10412,Змеиный пояс
10413,Змеиные перчатки
10414,Образец панциря хрустогрыза
10418,Мерцающий мифриловый талисман
10420,Череп Хладовея
10421,Грубый медный жилет
10423,Посеребренные бронзовые поножи
10424,Чертеж: посеребренные бронзовые поножи
10438,Ящик Феликса
10439,Жгучая бражка Дурнана
10440,Кружка Нори
10441,Светящийся осколок
10442,Таинственный артефакт
10443,Опаленное письмо
10444,Обычное сигнальное ружье
10445,Набор для рисования
10446,Сердце Обсидиона
10447,Голова Латорика Черного
10450,Неповрежденное перо гиппогрифа
10454,Сущность Эраникуса
10455,Скованная сущность Эраникуса
10456,Набитый монетами кошелек
10457,Пустая ракушка моллюска
10458,Молитва к Элуне
10459,Голова вождя Остроклыка Терновая Мантия
10461,Смутные наручи
10462,Смутный пояс
10463,Выкройка: тенетканая маска
10464,Посох властности
10465,Яйцо Хаккара
10466,Круглый камень Атал\'ай
10467,Сумка торговца
10479,Сумка с товаром Ковиса
10498,Шлицевой гироинструмент
10499,Яркоглазые очки
10500,Огненные очки
10501,"Ультра-очки \""Кошачий глаз\"""
10502,Очки волшебного могущества-Экстрим
10503,Розовые очки
10504,Зеленая линза
10505,Твердое взрывчатое вещество
10506,Шлем ныряльщика
10507,Твердый динамит
10508,Мифриловый мушкетон
10509,Сердце пламени
10510,Мифриловая крупнокалиберная винтовка
10511,Масло големов
10512,Бронебойные мифриловые пули
10513,Мифриловый гиро-патрон
10514,Мифриловая осколочная бомба
10515,Факел воздаяния
10518,Плащ-парашют
10538,Табличка Бет\'Амары
10539,Табличка Джин\'яэль
10540,Табличка Маркри
10541,Табличка Саэль\'Хай
10542,Шахтерская гоблинская каска
10543,Шлем гоблинской конструкции
10544,Кувалда Чертополоха
10545,Гномские очки
10546,Смертоносный прицел
10547,Лагерный нож
10548,Снайперский прицел
10549,Брюки фермера
10550,Шерстяные полуперчатки
10551,Окованный торием кинжал
10552,Знак Рагнароса
10553,Жилет старшины
10554,Штаны старшины
10556,Круглый камень
10558,Золотое силовое ядро
10559,Мифриловая труба
10560,Нестабильное пусковое устройство
10561,Мифриловая обшивка
10562,Фугасная бомба
10563,Оттиск: руна Бет\'Амары
10564,Оттиск: руна Джин\'яэль
10565,Оттиск: руна Маркри
10566,Оттиск: руна Саэл\'Хаи
10567,Перострел
10569,Сокровищница черных драконов
10570,Человекоубийца
10571,Черная костяная дубина
10572,Замораживающий осколок
10573,Костеруб
10574,Покров трупа
10575,Сброшенная кожа черного дракона
10576,Мифриловый механический дракончик
10577,Гоблинская мортира
10578,Сапоги оброненной мысли
10579,Взрывная стрела
10581,Жилет Мертвой головы
10582,Шипоступы
10583,Стеганая портупея
10584,Кулачные перчатки шторма
10585,Гоблинское радио
10586,Великан
10587,Гоблинский бомбомет
10588,Гоблинский реактивный шлем
10589,Камень клятвы драконьего выводка Изеры
10590,Щербатая черная коробка
10592,"Эликсир \""Кошачий глаз\"""
10593,Несовершенный фрагмент дренетиста
10597,Голова волхва Римтори
10598,Окровавленная голова Хетайры
10599,Разбитая голова Хетайры
10600,Покрытая синяками голова Хетайры
10601,Схема: яркоглазые очки
10602,Схема: смертоносный прицел
10603,"Схема: ультра-очки \""Кошачий глаз\"""
10604,Схема: мифриловая крупнокалиберная винтовка
10605,Схема: очки волшебного могущества-Экстрим
10606,Схема: плащ-парашют
10607,Схема: шлем ныряльщика
10608,Схема: снайперский прицел
10609,Схема: мифриловый механический дракончик
10610,Кровь Хетайры
10620,Ториевая руда
10621,Свиток с рунами
10622,Флаг Кадрака
10623,Укус Зимы
10624,Жалящий лук
10625,Незаметный клинок
10626,Бушующий молот
10627,Ослоп скалящегося пса
10628,Убийственный удар
10629,Сапоги Странника Туманов
10630,Ореол Ловца Душ
10631,Рукавицы Мраковод
10632,Чешуйчатые наручи слизи
10633,Поножи Серебряной раковины
10634,Обруч Ока Разума
10635,Окрашенные плетеные поножи
10636,Перчатки кочевника
10637,Перчатки пивовара
10638,Длинная накидка с драпировкой
10639,Гиацинтовый гриб
10640,Лимфа чащобного тенетника
10641,Лунная лилия
10642,Противоядие для Иверрона
10643,Запечатанное письмо Аг\'тору
10644,Рецепт: гоблинское ракетное топливо
10645,Смертоносный луч гномов
10646,Гоблинская мина
10647,Инженерный краситель
10648,Чистый пергамент
10649,Кошмарный осколок
10652,Воля горного великана
10653,Сапоги первооткрывателя
10654,Джутовые перчатки
10655,Брюки из осоки
10656,Лубяной кольчужный жилет
10657,Оплечье Талбар
10658,Трясинные галоши
10659,Драгоценность Афрасы
10660,Первая табличка Мошару
10661,Вторая табличка Мошару
10662,Заполненное яйцо Хаккара
10663,Субстанция Хаккара
10664,Записка волхву Римтори
10678,Записка Магаты
10679,Записка Андрона
10680,Записка Джес\'римона
10681,Записка Ксилема
10682,Камень клятвы Белнистраза
10684,Гигантский парашют
10686,Эгида битвы
10687,Пустой флакон №1
10688,Пустой флакон №2
10689,Пустой флакон №3
10690,Пустой флакон №4
10691,Наполненный фиал номер 1
10692,Наполненный фиал номер 2
10693,Наполненный фиал номер 3
10694,Наполненный фиал номер 4
10695,Коробка с пустыми флаконами
10696,Зачарованный азшаритовый меч скверны
10697,Зачарованный азшаритовый кинжал скверны
10698,Зачарованный азшаритовый посох скверны
10699,Колючка Йе\'кинья
10700,Энкарминные сапоги
10701,Сапоги Зула\'тека
10702,Огромные огрские сапоги
10703,Дьявольский стачиватель
10704,Холодный рассекатель
10705,Нарукавье огненной ивы
10706,Ремень из ночной чешуи
10707,Наголенники Сталевара
10708,Сфера Заклятого черепа
10709,Огнекаменная сфера
10710,Кольцо драконьего когтя
10711,Ожерелье Драконьей Крови
10712,Эликсир Дуремара
10713,Чертеж: инкрустированный мифриловый цилиндр
10714,Кристаллизированный азшарит
10715,Прицел Ким\'джаеля
10716,Уменьшающий луч гномов
10717,Компас Ким\'джаеля
10718,Центробежный растягиватель Ким\'джаеля
10720,Гномский сетестрел
10721,"Пояс гномов, хранящий от вреда"
10722,Плюшевый цыпленок Ким\'джаеля
10724,Гномские реактивные сапоги
10725,Боевой цыпленок гномов
10726,Гномская шапка контроля над разумом
10727,Гоблинское драконье ружье
10728,Выкройка: черная рубашка сорвиголовы
10738,Партия товара Гальвану
10739,Кольцо стойкости
10740,Ножные латы центуриона
10741,Полный шлем Лордрека
10742,Драконьи поножи
10743,Шлем пламени дракона
10744,Топор эбенового дракона
10745,Наплечники Кайлари
10746,Тяжелые наручи из рунической стали
10747,Кушак наставника
10748,Сапоги жажды странствий
10749,Шлем Авангарда
10750,Кортик жизненной силы
10751,Драгоценный венец
10752,Украшенный изумрудами сундук
10753,Амулет Грола
10754,Амулет Севины
10755,Амулет Аллистария
10758,Экс-Калибур
10759,Отрубленный рог Осквернителя
10760,Свинские кулачные перчатки
10761,Кинжал Холодной Ярости
10762,Одеяния лича
10763,Барбют из ледяной стали
10764,Мертвенно-хладная броня
10765,Костяные защитные перчатки
10766,Чумной побег
10767,Щит свирепого вепря
10768,Вепревый пояс защитника
10769,Светящееся Око Мордреша
10770,Безжизненный череп Мордреша
10771,Кушак смертемага
10772,Колун Обжоры
10773,Урна Хаккари
10774,Наплечники из сырой шкуры
10775,Панцирь Тутен\'каш
10776,Накидка шелкопряда
10777,Перчатки арахнида
10778,Ожерелье Убежища
10779,Кровь демона
10780,Перстень Хаккара
10781,Кираса Хаккари
10782,Капюшон Хаккари
10783,Наплеч Атал\'ай
10784,Кираса Атал\'ай
10785,Поножи Атал\'ай
10786,Сапоги Атал\'ай
10787,Перчатки Атал\'ай
10788,Ремень Атал\'ай
10789,Справочник по инженерным дисциплинам
10790,Членский билет гильдии гномов-инженеров
10791,Членский билет гильдии гоблинов-инженеров
10792,Залог секретности Никса
10793,Залог секретности Большой искры
10794,Залог секретности Карлса
10795,Кольцо когтя дракона
10796,Драконий камень
10797,Огнеметатель
10798,Кольцо с клыка Атал\'алариона
10799,Пронзатель черепов
10800,Наручи Темной воды
10801,Скользкочешуйчатые сапоги
10802,Вуалекрылый плащ
10803,Клинок Презренных
10804,Кулак проклятого
10805,Пожиратель мертвых
10806,Одежды пророка Атал\'ай
10807,Килт пророка Атал\'ай
10808,Перчатки пророка Атал\'ай
10818,Свиток Йе\'кинья
10819,Перо дикого совуха
10820,Пояс из хлебного дерева
10821,Пахарский плащ
10822,Маленький темный дракончик
10823,Меч покорителя
10824,Талисман янтарного света
10826,Посох Знаний
10827,Мундир геодезиста
10828,Жуткий коготь
10829,Око дракона
10830,Осколочная граната M73
10831,Сфера Скверны
10832,Руководство владельца ищейки Скверны
10833,Рогатый шлем Эраникуса
10834,Набор для вызова ищейки Скверны
10835,Рыцарский щит превосходства
10836,Жезл ржавчины
10837,Зуб Эраникуса
10838,Мощь Хаккара
10839,Записка в кристалле
10840,Записка в кристалле
10841,Чай из златошипа
10842,Ветрочешуйчатый саронг
10843,Перистая накидка
10844,Шпиль Хаккара
10845,Облачение воина
10846,Забрызганные кровью наголенники
10847,Драконий зов
10858,Чертеж: прочная железная кувалда
10918,Нейтрализующий яд
10919,Перчатки аптекаря
10920,Нейтрализующий яд II
10921,Нейтрализующий яд III
10922,Нейтрализующий яд IV
10938,Простая магическая субстанция
10939,Великая магическая субстанция
10940,Странная пыль
10958,Ожерелье Хилари
10959,Мешок из шкуры демона
10978,Малый мерцающий осколок
10998,Простая астральная субстанция
10999,Железный Друг
11018,Почва Ун\'Горо
11020,Сума вечного цветения
11022,Пакет семян Тарлендриса
11023,Анконская курица
11024,Контейнер для круглогодичного проращивания семян
11026,Коробка с древесной лягушкой
11027,Коробка с лесной лягушкой
11038,Формула чар для двуручного оружия - дух I
11039,Формула чар для плаща - ловкость I
11040,Рассветница
11058,Ноздревое кольцо Ша\'ни
11078,Ключ от древнего сундука
11080,Отрубленная голова Гор\'теша
11081,Формула чар для щита - броня I
11082,Великая астральная субстанция
11083,Пыль духа
11084,Большой мерцающий осколок
11086,Джанг\'траз Охранитель
11098,Формула чар для плаща - сопротивление темной магии I
11101,Формула чар для наручей - сила II
11102,Непроклюнувшееся яйцо летучего хамелеона
11103,Расписка в получении семян
11104,Большой компас
11105,Свернутая пергаментная карта
11106,Ключ Львиной Головы
11107,Небольшая сумка
11108,Выцветшая фотография
11109,Цыплячий корм
11110,Куриное яйцо
11111,Разбитое яйцо летучего хамелеона
11112,Исследовательское оборудование
11113,Ящик с провизией
11114,Кость динозавра
11116,Изорванный дневник
11118,Камень Аркедаса
11119,Урожай Милли
11120,Боевой молот Белгрома
11121,Талвар Темноводья
11122,Морковка на палочке
11123,Поножи Странника дождя
11124,Шлем изгнания
11125,Извещение о получении партии винограда
11126,Табличка Каринья
11127,Ящик со старой одеждой
11128,Золотой жезл
11129,Суть Стихий
11130,Рунический золотой жезл
11131,Образец материала со стены Улья
11132,Неиспользованный фиал для образцов
11133,Тренировочный меч Линкена
11134,Простая таинственная субстанция
11135,Великая таинственная субстанция
11136,Закаленный меч Линкена
11137,Пыль провидения
11138,Малый светящийся осколок
11139,Большой светящийся осколок
11140,Ключ от тюремной камеры
11141,Наживка
11142,Сломанный самофланж
11143,Металлическая заготовка для детали
11144,Жезл из истинного серебра
11145,Рунический жезл из истинного серебра
11146,Разбитый и сломанный самофланж
11147,Обложка руководства к самофланжу
11148,Страница из инструкции к самофланжу
11149,Руководство по самофланжу
11150,Формула чар для перчаток - горное дело I
11151,Формула чар для перчаток - травничество I
11152,Формула чар для перчаток - рыбная ловля
11162,Превосходный меч Линкена
11163,Формула чар для наручей - отражение II
11164,Формула чар для оружия - зверобой II
11165,Формула чар для оружия - низший истребитель элементалей
11166,Формула чар для перчаток - снятие шкур
11167,Формула чар для обуви - дух I
11168,"Формула: зачаровывание щита - блок, I ступень"
11169,Книга Аквора
11172,Серебристые когти
11173,Сердце Железнолесья
11174,Простая субстанция Пустоты
11175,Великая субстанция Пустоты
11176,Сонная пыль
11177,Малый светозарный осколок
11178,Большой светозарный осколок
11179,Золотое пламя
11184,Синий кристалл силы
11185,Зеленый кристалл силы
11186,Красный кристалл силы
11187,Наручи Стеблелиста
11188,Желтый кристалл силы
11189,Одеяния лесничего
11190,Лозяные перчатки
11191,Сапоги фермера
11192,Перчатки экипировщика
11193,Кираса Порыва ветра
11194,Хауберк из радужных чешуек
11195,Закаленная в битве бригантина
11196,Медальон Пламени Разума
11197,Ключ темного хранителя
11202,Формула чар для щита - выносливость III
11203,Формула чар для перчаток - горное дело II
11204,Формула чар для наручей - дух IV
11205,Формула чар для перчаток - травничество II
11206,Формула чар для плаща - ловкость II
11207,Формула чар для оружия - огненное оружие
11208,Формула чар для оружия - истребитель демонов
11222,Голова Кром\'зара
11223,Формула чар для наручей - отражение III
11224,Формула чар для щита - сопротивление магии льда
11225,Формула чар для наручей - выносливость IV
11226,Формула чар для перчаток - навык верховой езды
11227,Кусок знамени Кром\'зара
11229,Ремень из яркой чешуи
11230,Пойманная сущность огня
11231,Измененная сброшенная шкура черного дракона
11242,Корень вечерника
11243,Эликсир Видере
11262,Сфера Лорики
11263,Жезл силы Пустоты
11265,Кувалда лесного утеса
11266,Треснувший осколок элементаля
11267,Образец осколка элементаля
11268,Голова Аргелмаха
11269,Невредимое ядро элементаля
11270,Подписанный залог Никса
11282,Подписанный залог Карлса
11283,Подписанный залог Большой Искры
11284,Точные пули
11285,Зазубренная стрела
11286,Ториевые оковы
11287,Малый магический жезл
11288,Большой магический жезл
11289,Малый таинственный жезл
11290,Большой таинственный жезл
11291,Звездная древесина
11302,Сила Утера
11303,Тонкий короткий лук
11304,Тонкий длинный лук
11305,Массивный короткий лук
11306,Прочный изогнутый лук
11307,Массивный длинный лук
11308,Сильванский короткий лук
11309,Сердце горы
11310,Оплечье провидящего в огне
11311,Накидка Угольной чешуи
11312,Украденный рецепт громоварского
11313,Голова Риббли
11315,Росток кровоцвета
11316,Кровоцвет
11318,Туман Атал\'ай
11319,Разряженный громобой
11320,Антикровоцветный шокер
11324,Ранец исследователя
11325,Кружка эля Черного Железа
11362,Средний колчан
11363,Средний патронташ
11364,Гербовая накидка Штормграда
11366,Письмо Хелендиса Речного Мыса
11367,Обращение Соломона к Болвару
11368,Указ Болвара
11370,Руда черного железа
11371,Слиток черного железа
11382,Кровь Горы
11384,Сломанный зуб василиска
11385,Чешуя василиска
11386,Размякший глаз василиска
11387,Сердце василиска
11388,Яд василиска
11389,Переливчатая шкура василиска
11390,Сломанный клык летучей мыши
11391,Шипастое крыло летучей мыши
11392,Отрубленный коготь летучей мыши
11393,Череп маленькой летучей мыши
11394,Сердце летучей мыши
11395,Ухо летучей мыши
11402,Лоснящаяся шкурка летучей мыши
11403,Большой клык летучей мыши
11404,Глаз злобной летучей мыши
11405,Огромный серебряный слиток
11406,Гниющая медвежья туша
11407,Разорванная шкура медведя
11408,Медвежья челюсть
11409,Медвежьи внутренности
11410,Коготь дикого медведя
11411,Большая медвежья кость
11412,Сосуд Нагмары
11413,Наполненный сосуд Нагмары
11414,Седая грива
11415,Смесь ягод
11416,Хрупкий хребет с ребрами
11417,Оперенное крыло
11418,Полая кость крыла
11419,Таинственное непроклюнувшееся яйцо
11420,Изящные письменные принадлежности
11422,Обновительный дар гоблина-инженера
11423,Подарок при обновлении членства в гильдии гномо-инженеров
11444,"Мясо вепря из \""Угрюмого обжоры\"""
11445,Флейта Древних
11446,Измятая записка
11462,Выброшенный нож
11463,Недоставленная посылка
11464,Утерянная информация маршала Виндзора
11465,Утерянная информация маршала Виндзора
11466,Донесение Раскала
11467,Медальон Черной горы
11468,Поясная сумка дворфов Черного Железа
11469,Наручи Кровавой повязки
11470,Переписанный с таблички текст
11471,Хрупкое яйцо летучего хамелеона
11472,Окорок среброгривого бродяги
11474,Яйцо летучего хамелеона
11475,Заляпанный вином плащ
11476,Шкура У\'чи
11477,Белый коготь равазавра
11478,Шкура ун\'горской гориллы
11479,Шкура ун\'горского топотуна
11480,Шкура ун\'горского рокотуна
11482,Инструкция по эксплуатации пилонов
11502,Наплечники Кожи мудрости
11503,Кровавый янтарь
11504,Часть трупа жесткозуба
11507,Шкура пятнистой гиены
11508,Тапочки гейм-мастера
11509,Феромонная железа равазавра
11510,Голова Лар\'корви
11511,Маяк Кенария
11512,Клочок порченой шкуры
11513,Затронутый порчей купорос
11514,Зародыш Скверны
11515,Оскверненный осколок души
11516,Кенарийский бальзам исцеления растений
11522,Серебряный тотем Аквамонтоса
11562,Кристалл восстановления
11563,Кристалл силы духа
11564,Кристалл-хранитель
11565,Кристалл-губитель
11566,Обжигающий кристалл
11567,Кристальная спираль
11568,Мешочек Торвы
11569,Высохшее мясо жесткозуба
11570,Консервированная смесь феромонов
11582,Скверно-зелье
11583,Плод кактуса
11584,Кактусовый десерт
11590,Автоматический ремонтный набор
11602,"Ключ \""Угрюмого обжоры\"""
11603,Злодейский кастет
11604,Латы из черного железа
11605,Наплечники из черного железа
11606,Кольчуга из черного железа
11607,Рассекатель из черного железа
11608,Распылитель из черного железа
11609,Измененная сброшенная шкура черного дракона
11610,Чертеж: распылитель из черного железа
11611,Чертеж: рассекатель из черного железа
11612,Чертеж: латы из черного железа
11613,DEBUG Обложка руководства к самофланжу
11614,Чертеж: кольчуга из черного железа
11615,Чертеж: наплечники из черного железа
11616,DEBUG Страница из инструкции к самофланжу
11617,Припасы Эриданы
11622,Простой магический знак размышления
11623,Накидка волшебника
11624,Кентский нарамник
11625,Порабощенная сфера
11626,Накидка черной пелены
11627,Наголенники быстрого бега
11628,Лук псаря
11629,Винтовка псаря
11630,Каменноосколочная беспатронная пуля
11631,Каменный страж
11632,Наплечники жженой земли
11633,Хелицеровый панцирь
11634,Перчатки шелковой паутины
11635,Кривой Клык
11642,Простой магический знак упорства
11643,Простой магический знак прочности
11644,Простой магический знак стойкости
11645,Простой магический знак ненасытности
11646,Простой магический знак ненасытности
11647,Простой магический знак ненасытности
11648,Простой магический знак ненасытности
11649,Простой магический знак ненасытности
11662,Бан\'токский кушак
11665,Кулачные перчатки огров-мудрецов
11668,Флейта Ксаварика
11669,Кольцо Нагла
11671,[PH] Великое магическое слияние AGI/FR
11672,[PH] Великое магическое слияние SPI/FR
11674,Узы скверны Нефритового Пламени
11675,Сапоги тенебеса
11677,Накидка могильной гнили
11678,Панцирь Ануб\'шиа
11679,Румяные боевые наручи
11682,Фиал Эриданы
11684,Железогубитель
11685,Наплечники из кусков шкуры
11686,Ремень звериной ярости
11702,Живодер Гриззла
11703,Ремень каменной стены
11722,Наплеч из остатков металла
11723,Сбалансированная шпага Сталлера
11724,Задержанная посылка
11725,Часть прочной хрустальной ноги
11726,Кольчуга свирепого гладиатора
11727,Учетная книга Сталлера
11728,Поножи свирепого гладиатора
